tumor iou:0.2465199498034579
.13169493848282693	53732.0
0313.png	0.42170065359272785	0.3701864343761619	35955.0
0066.png	0.4249788898793941	0.6334475962672237	160110.0
a8.png	0.42882627468679324	0.32374065193655116	119133.0
0270.png	0.42904880695668773	0.032871028796903234	93517.0
0299.png	0.4296262597775897	0.27416266974278025	68112.0
0269.png	0.43354900154301823	0.14107392661142795	64062.0
0293.png	0.4357911473901095	0.2969440812479095	161309.0
0289.png	0.4376577803989425	0.21823858815543865	90305.0
0171.png	0.4400113318318608	0.39770853802727774	95695.0
0026.png	0.44048357541657357	0.412659042714329	35807.0
0183.png	0.4471465813782572	0.3727175080558539	24235.0
a45.png	0.44940817286617696	0.23605967184622706	78366.0
0006.png	0.4495505765207816	0.3365414149687724	40053.0
0205.png	0.4527543494395324	0.06374393681409092	50744.0
0236.png	0.45359335816001395	0.08187861352400637	71517.0
0208.png	0.45518574448611304	0.2666329459370442	68397.0
0048.png	0.4569274108655335	0.1377095313838248	65384.0
0067.png	0.46840083965497437	0.4082687941730914	72903.0
0408.png	0.46908197945717295	0.07798126811987735	18667.0
0199.png	0.47077635307946203	0.3139246102435409	59341.0
0251.png	0.47721631996505337	0.1859818747036198	75699.0
0271.png	0.48338121188672745	0.11494567698347485	75744.0
0406.png	0.48380558115937444	0.3250377145012257	71770.0
0110.png	0.4897818610488568	0.25296165119687347	54295.0
0320.png	0.49811332228985733	0.05505497558845711	47914.0
0241.png	0.5001249315374557	0.2131742888082778	52616.0
0244.png	0.5113288612073555	0.25940876105547017	107607.0
0204.png	0.5155286128803229	0.16012779815288522	71259.0
0174.png	0.536040648074161	0.2290404071829461	55215.0
a46.png	0.5812912956676531	0.5822879273298079	66870.0
0242.png	0.6035995189426995	0.2643210415003662	65357.0
0168.png	0.6038031973319192	0.43732225547564807	40176.0
0170.png	0.6192807831520712	0.3592913061392666	3138.0
0410.png	0.6220172550107247	0.40061662248792135	30787.0
0093.png	0.6261480982189891	0.0	21560.0
0104.png	1000	0.0	0.0
0105.png	1000	0.0	0.0
